inventory_id,lens_type,lens_index,coating,sphere_power,cylinder_power,quantity,monthly_demand,reorder_level,source
916,Single Vision,1.61,Anti-Glare,-2.5,-1.0,12,6,5,Inhouse
917,Bifocal,1.74,Blue Cut,-0.75,-0.5,10,7,5,Inhouse
918,Bifocal,1.67,Hard Coat,-2.0,-1.5,7,8,5,Inhouse
919,Single Vision,1.61,Photochromic,-2.75,-1.5,9,9,5,Inhouse
920,Single Vision,1.74,Hard Coat,-2.5,-1.0,8,10,5,Inhouse
921,Single Vision,1.67,Photochromic,-5.0,-1.25,9,3,5,Inhouse
922,Progressive,1.67,Photochromic,-4.0,-1.75,0,1,5,Vendor
923,Single Vision,1.74,Anti-Glare,-2.25,-1.25,11,6,5,Inhouse
924,Single Vision,1.67,Photochromic,-2.5,-0.5,9,6,5,Inhouse
925,Single Vision,1.61,Photochromic,-2.25,-0.5,9,11,5,Inhouse
926,Single Vision,1.67,Anti-Glare,1.25,-0.5,8,7,5,Inhouse
927,Single Vision,1.74,Photochromic,-4.25,0.0,5,12,5,Inhouse
928,Single Vision,1.61,Photochromic,-1.75,-1.5,11,12,5,Inhouse
929,Single Vision,1.61,Blue Cut,-3.75,-3.0,9,9,5,Inhouse
930,Progressive,1.61,Blue Cut,2.25,0.0,6,5,5,Inhouse
931,Progressive,1.56,Photochromic,-2.25,0.0,10,7,5,Inhouse
932,Single Vision,1.67,Hard Coat,-2.0,0.0,4,7,5,Inhouse
933,Single Vision,1.61,Hard Coat,2.0,-0.75,6,6,5,Inhouse
934,Single Vision,1.67,Photochromic,1.0,-0.75,3,8,5,Inhouse
935,Single Vision,1.74,Anti-Glare,-1.0,-2.0,9,5,5,Inhouse
936,Single Vision,1.67,Blue Cut,3.0,-1.0,6,8,5,Inhouse
937,Single Vision,1.56,Anti-Glare,-5.75,0.0,6,9,5,Inhouse
938,Single Vision,1.61,Hard Coat,-1.0,-1.75,12,14,5,Inhouse
939,Single Vision,1.74,Anti-Glare,-3.25,-1.5,11,8,5,Inhouse
940,Bifocal,1.61,Blue Cut,-1.25,-0.25,4,5,5,Inhouse
941,Single Vision,1.67,Photochromic,1.0,-1.25,9,7,5,Inhouse
942,Single Vision,1.74,Blue Cut,-1.25,-1.5,9,11,5,Inhouse
943,Progressive,1.67,Blue Cut,-2.5,-0.25,9,6,5,Inhouse
944,Progressive,1.74,Hard Coat,-3.25,-1.75,12,4,5,Inhouse
945,Single Vision,1.74,Blue Cut,-1.0,-0.25,10,7,5,Inhouse
946,Single Vision,1.61,Blue Cut,-2.75,-0.25,8,9,5,Inhouse
947,Single Vision,1.67,Photochromic,-3.0,-1.0,12,7,5,Inhouse
948,Single Vision,1.56,Anti-Glare,-3.25,-1.5,7,11,5,Inhouse
949,Single Vision,1.61,Hard Coat,-1.75,0.0,6,17,5,Inhouse
950,Single Vision,1.67,Photochromic,-2.75,-0.25,0,2,5,Vendor
951,Single Vision,1.67,Anti-Glare,2.5,-2.25,7,5,5,Inhouse
952,Bifocal,1.61,Blue Cut,-2.5,0.0,12,6,5,Inhouse
953,Progressive,1.61,Photochromic,-2.75,-1.75,7,5,5,Inhouse
954,Single Vision,1.61,Photochromic,0.0,-0.5,5,5,5,Inhouse
955,Single Vision,1.67,Blue Cut,-2.75,-0.75,10,11,5,Inhouse
956,Single Vision,1.74,Photochromic,-5.75,0.0,10,9,5,Inhouse
957,Progressive,1.74,Anti-Glare,-4.5,-1.0,2,14,5,Inhouse
958,Single Vision,1.67,Anti-Glare,-2.75,-0.5,6,4,5,Inhouse
959,Single Vision,1.61,Photochromic,-3.25,-1.25,11,8,5,Inhouse
960,Progressive,1.56,Hard Coat,-0.75,-1.25,5,10,5,Inhouse
961,Bifocal,1.74,Anti-Glare,-2.75,-1.0,7,8,5,Inhouse
962,Progressive,1.61,Hard Coat,-3.0,-2.0,10,5,5,Inhouse
963,Bifocal,1.67,Hard Coat,0.0,-2.25,3,8,5,Inhouse
964,Single Vision,1.74,Photochromic,0.25,-1.25,9,11,5,Inhouse
965,Bifocal,1.56,Hard Coat,-0.75,-0.25,5,5,5,Inhouse
966,Bifocal,1.56,Blue Cut,-3.75,-2.0,0,4,5,Vendor
967,Single Vision,1.67,Hard Coat,-4.75,-1.25,12,9,5,Inhouse
968,Single Vision,1.74,Anti-Glare,-2.5,-2.0,3,3,5,Inhouse
969,Bifocal,1.56,Hard Coat,-0.75,-2.0,6,9,5,Inhouse
970,Single Vision,1.61,Anti-Glare,-1.5,-0.25,11,11,5,Inhouse
971,Single Vision,1.67,Blue Cut,0.25,0.0,11,7,5,Inhouse
972,Single Vision,1.74,Hard Coat,-3.5,0.0,10,11,5,Inhouse
973,Single Vision,1.67,Photochromic,-2.0,-0.25,12,7,5,Inhouse
974,Single Vision,1.74,Anti-Glare,-3.25,-1.25,4,6,5,Inhouse
975,Single Vision,1.61,Blue Cut,-3.25,-2.75,2,10,5,Inhouse
976,Single Vision,1.56,Photochromic,-1.75,-2.5,4,7,5,Inhouse
977,Single Vision,1.74,Hard Coat,-1.25,-1.75,9,10,5,Inhouse
978,Bifocal,1.56,Anti-Glare,1.0,-1.5,12,6,5,Inhouse
979,Single Vision,1.56,Photochromic,2.25,0.0,5,7,5,Inhouse
980,Progressive,1.74,Blue Cut,-4.75,-1.75,3,8,5,Inhouse
981,Single Vision,1.56,Hard Coat,-0.5,-0.25,7,8,5,Inhouse
982,Progressive,1.56,Hard Coat,-1.25,-1.0,4,6,5,Inhouse
983,Single Vision,1.67,Hard Coat,-5.0,-0.25,6,4,5,Inhouse
984,Bifocal,1.61,Blue Cut,-5.25,-1.5,7,9,5,Inhouse
985,Single Vision,1.56,Anti-Glare,-1.25,-1.0,11,5,5,Inhouse
986,Single Vision,1.61,Photochromic,-0.5,-2.0,3,7,5,Inhouse
987,Single Vision,1.56,Blue Cut,-5.25,0.0,11,7,5,Inhouse
988,Progressive,1.61,Anti-Glare,-1.75,0.0,12,9,5,Inhouse
989,Single Vision,1.74,Blue Cut,0.75,-1.25,8,12,5,Inhouse
990,Single Vision,1.74,Anti-Glare,-4.5,-3.5,5,8,5,Inhouse
991,Progressive,1.56,Blue Cut,-2.5,-2.0,3,4,5,Inhouse
992,Single Vision,1.74,Anti-Glare,-0.75,-1.0,8,11,5,Inhouse
993,Single Vision,1.56,Blue Cut,-1.0,-0.25,11,7,5,Inhouse
994,Single Vision,1.56,Blue Cut,-0.5,-1.75,12,7,5,Inhouse
995,Bifocal,1.74,Photochromic,2.0,-0.25,8,9,5,Inhouse
996,Single Vision,1.61,Blue Cut,-3.5,-1.0,12,10,5,Inhouse
997,Single Vision,1.61,Photochromic,0.0,-2.75,2,5,5,Inhouse
998,Single Vision,1.56,Blue Cut,-0.75,-0.25,6,5,5,Inhouse
999,Single Vision,1.61,Hard Coat,-4.25,-1.5,4,12,5,Inhouse
1000,Single Vision,1.56,Blue Cut,-3.75,-2.5,12,14,5,Inhouse
1001,Single Vision,1.61,Photochromic,-2.5,-0.5,8,9,5,Inhouse
1002,Progressive,1.67,Blue Cut,-1.75,-1.25,7,6,5,Inhouse
1003,Single Vision,1.56,Hard Coat,-1.25,0.0,2,7,5,Inhouse
1004,Single Vision,1.56,Blue Cut,2.0,-0.75,2,14,5,Inhouse
1005,Bifocal,1.74,Blue Cut,-0.75,-1.0,13,10,5,Inhouse
1006,Bifocal,1.67,Hard Coat,-1.0,0.0,8,6,5,Inhouse
1007,Single Vision,1.61,Hard Coat,1.5,-1.25,12,7,5,Inhouse
1008,Progressive,1.74,Photochromic,-2.0,-0.5,8,4,5,Inhouse
1009,Progressive,1.56,Hard Coat,1.0,-0.5,10,5,5,Inhouse
1010,Single Vision,1.56,Blue Cut,0.0,-1.0,5,11,5,Inhouse
1011,Single Vision,1.56,Blue Cut,-1.5,0.0,12,16,5,Inhouse
1012,Single Vision,1.74,Hard Coat,-0.25,-2.5,11,9,5,Inhouse
1013,Single Vision,1.67,Photochromic,-1.75,-0.25,3,9,5,Inhouse
1014,Progressive,1.74,Hard Coat,1.0,-2.0,9,10,5,Inhouse
1015,Progressive,1.61,Anti-Glare,-1.75,-0.25,11,9,5,Inhouse
1016,Progressive,1.74,Anti-Glare,-1.25,-1.0,10,9,5,Inhouse
1017,Single Vision,1.61,Blue Cut,-3.0,-0.5,3,7,5,Inhouse
1018,Bifocal,1.67,Blue Cut,-0.5,-2.0,7,12,5,Inhouse
1019,Single Vision,1.74,Anti-Glare,-0.5,-2.5,6,4,5,Inhouse
1020,Single Vision,1.56,Anti-Glare,-2.25,-1.0,5,14,5,Inhouse
1021,Single Vision,1.74,Blue Cut,-0.75,-0.5,3,11,5,Inhouse
1022,Single Vision,1.74,Hard Coat,0.5,0.0,11,17,5,Inhouse
1023,Single Vision,1.67,Blue Cut,-2.25,-1.25,10,2,5,Inhouse
1024,Progressive,1.61,Photochromic,-1.75,0.0,0,1,5,Vendor
1025,Single Vision,1.74,Blue Cut,-5.0,0.0,6,9,5,Inhouse
1026,Bifocal,1.74,Blue Cut,-5.0,-0.5,3,8,5,Inhouse
1027,Progressive,1.74,Blue Cut,-0.5,-1.0,6,9,5,Inhouse
1028,Single Vision,1.67,Blue Cut,-0.75,-0.25,11,12,5,Inhouse
1029,Single Vision,1.61,Photochromic,-0.25,-1.25,3,6,5,Inhouse
1030,Bifocal,1.67,Anti-Glare,-1.75,-1.75,2,8,5,Inhouse
1031,Single Vision,1.74,Blue Cut,-0.25,-1.5,2,9,5,Inhouse
1032,Single Vision,1.67,Photochromic,-6.0,-1.0,12,5,5,Inhouse
1033,Single Vision,1.61,Blue Cut,-0.25,-3.0,4,7,5,Inhouse
1034,Single Vision,1.74,Blue Cut,1.25,-0.5,12,6,5,Inhouse
1035,Progressive,1.74,Blue Cut,-1.75,-1.0,3,11,5,Inhouse
1036,Single Vision,1.56,Anti-Glare,-3.75,-2.5,11,12,5,Inhouse
1037,Single Vision,1.61,Hard Coat,1.75,-1.5,10,6,5,Inhouse
1038,Single Vision,1.74,Anti-Glare,-4.25,0.0,3,15,5,Inhouse
1039,Progressive,1.74,Blue Cut,-2.25,-0.25,2,5,5,Inhouse
1040,Single Vision,1.56,Photochromic,-4.5,-1.25,5,2,5,Inhouse
1041,Single Vision,1.74,Anti-Glare,-0.5,0.0,5,4,5,Inhouse
1042,Progressive,1.67,Anti-Glare,-3.75,-1.0,10,6,5,Inhouse
1043,Progressive,1.67,Anti-Glare,1.25,-2.0,8,11,5,Inhouse
1044,Single Vision,1.74,Photochromic,0.25,0.0,5,9,5,Inhouse
1045,Progressive,1.56,Photochromic,-2.0,-2.5,10,5,5,Inhouse
1046,Single Vision,1.74,Photochromic,-4.5,-2.75,7,7,5,Inhouse
1047,Single Vision,1.74,Hard Coat,0.75,-0.5,11,9,5,Inhouse
1048,Single Vision,1.67,Hard Coat,-1.25,-0.25,4,9,5,Inhouse
1049,Progressive,1.56,Anti-Glare,1.5,-0.5,6,3,5,Inhouse
1050,Single Vision,1.67,Anti-Glare,-3.5,-1.5,3,2,5,Inhouse
1051,Progressive,1.56,Photochromic,-0.25,-1.25,10,6,5,Inhouse
1052,Single Vision,1.67,Photochromic,0.25,-0.25,10,11,5,Inhouse
1053,Single Vision,1.56,Hard Coat,0.25,0.0,12,15,5,Inhouse
1054,Single Vision,1.56,Blue Cut,0.0,0.0,11,11,5,Inhouse
1055,Single Vision,1.61,Anti-Glare,0.25,-1.5,12,12,5,Inhouse
1056,Single Vision,1.74,Photochromic,-3.0,0.0,5,5,5,Inhouse
1057,Single Vision,1.61,Blue Cut,-1.0,-1.75,6,11,5,Inhouse
1058,Progressive,1.56,Photochromic,-2.0,-2.75,8,8,5,Inhouse
1059,Bifocal,1.56,Blue Cut,-2.25,-2.75,5,7,5,Inhouse
1060,Single Vision,1.74,Hard Coat,-1.75,-1.0,11,9,5,Inhouse
1061,Single Vision,1.56,Anti-Glare,-3.75,0.0,10,8,5,Inhouse
1062,Single Vision,1.67,Blue Cut,-2.5,-1.5,12,8,5,Inhouse
1063,Single Vision,1.67,Photochromic,-1.25,0.0,3,5,5,Inhouse
1064,Single Vision,1.61,Photochromic,-3.0,-0.75,11,6,5,Inhouse
1065,Single Vision,1.67,Photochromic,-4.75,0.0,7,6,5,Inhouse
1066,Bifocal,1.56,Photochromic,-3.75,-1.0,9,6,5,Inhouse
1067,Progressive,1.74,Blue Cut,-1.0,-2.5,7,7,5,Inhouse
1068,Single Vision,1.56,Hard Coat,-0.75,-0.5,11,10,5,Inhouse
1069,Single Vision,1.56,Anti-Glare,-2.0,-0.75,3,7,5,Inhouse
1070,Progressive,1.61,Anti-Glare,0.75,-2.0,9,3,5,Inhouse
1071,Single Vision,1.61,Blue Cut,-3.25,-1.25,10,5,5,Inhouse
1072,Single Vision,1.74,Photochromic,-3.0,-0.5,10,8,5,Inhouse
1073,Single Vision,1.61,Anti-Glare,-4.0,-1.5,13,14,5,Inhouse
1074,Single Vision,1.74,Photochromic,0.75,-0.5,11,10,5,Inhouse
1075,Bifocal,1.56,Anti-Glare,-0.25,0.0,4,8,5,Inhouse
1076,Single Vision,1.74,Hard Coat,-4.25,-1.25,4,4,5,Inhouse
1077,Single Vision,1.61,Anti-Glare,-2.75,-1.0,8,8,5,Inhouse
1078,Single Vision,1.67,Hard Coat,-1.5,-0.5,12,5,5,Inhouse
1079,Single Vision,1.56,Anti-Glare,1.0,-0.5,5,7,5,Inhouse
1080,Single Vision,1.67,Blue Cut,-3.25,-2.5,9,6,5,Inhouse
1081,Single Vision,1.61,Photochromic,-3.75,0.0,9,4,5,Inhouse
1082,Single Vision,1.56,Blue Cut,-3.25,-0.5,4,12,5,Inhouse
1083,Single Vision,1.74,Blue Cut,0.75,0.0,4,8,5,Inhouse
1084,Progressive,1.74,Photochromic,-1.5,0.0,10,6,5,Inhouse
1085,Progressive,1.56,Blue Cut,-3.75,-0.25,8,5,5,Inhouse
1086,Single Vision,1.67,Photochromic,-2.5,-2.5,12,8,5,Inhouse
1087,Single Vision,1.61,Blue Cut,-2.25,-0.25,8,5,5,Inhouse
1088,Single Vision,1.56,Anti-Glare,3.5,-1.5,12,12,5,Inhouse
1089,Single Vision,1.67,Hard Coat,-1.0,-1.75,2,12,5,Inhouse
1090,Single Vision,1.61,Blue Cut,-0.25,-2.0,7,14,5,Inhouse
1091,Progressive,1.56,Anti-Glare,-1.5,-1.25,12,4,5,Inhouse
1092,Single Vision,1.67,Anti-Glare,-3.25,-1.75,4,10,5,Inhouse
1093,Single Vision,1.74,Photochromic,1.75,-0.25,8,14,5,Inhouse
1094,Single Vision,1.74,Anti-Glare,-2.25,-1.0,6,6,5,Inhouse
1095,Progressive,1.61,Photochromic,-3.5,0.0,12,7,5,Inhouse
1096,Single Vision,1.67,Anti-Glare,1.25,-1.25,10,10,5,Inhouse
1097,Single Vision,1.74,Hard Coat,-1.0,-1.75,3,14,5,Inhouse
1098,Bifocal,1.67,Hard Coat,-2.75,-1.0,4,5,5,Inhouse
1099,Single Vision,1.74,Anti-Glare,-4.0,-0.75,3,2,5,Inhouse
1100,Single Vision,1.61,Photochromic,-3.75,-2.5,11,7,5,Inhouse
1101,Bifocal,1.61,Hard Coat,-1.75,-2.0,8,2,5,Inhouse
1102,Single Vision,1.56,Anti-Glare,-5.0,0.0,11,13,5,Inhouse
1103,Single Vision,1.67,Hard Coat,-2.0,-1.75,3,6,5,Inhouse
1104,Single Vision,1.67,Anti-Glare,-3.25,0.0,9,5,5,Inhouse
1105,Single Vision,1.67,Anti-Glare,2.75,0.0,10,7,5,Inhouse
1106,Progressive,1.74,Photochromic,-5.25,0.0,6,9,5,Inhouse
1107,Progressive,1.56,Hard Coat,-3.25,-0.75,12,8,5,Inhouse
1108,Single Vision,1.56,Photochromic,-1.75,-0.75,10,3,5,Inhouse
1109,Single Vision,1.61,Photochromic,-3.0,-0.5,10,6,5,Inhouse
1110,Progressive,1.67,Hard Coat,-1.5,-1.5,4,3,5,Inhouse
1111,Single Vision,1.74,Blue Cut,-0.5,-0.25,2,6,5,Inhouse
1112,Single Vision,1.67,Hard Coat,-0.5,-1.5,0,2,5,Vendor
1113,Single Vision,1.74,Hard Coat,-0.75,-3.25,2,10,5,Inhouse
1114,Single Vision,1.61,Anti-Glare,-4.0,0.0,9,14,5,Inhouse
1115,Single Vision,1.61,Anti-Glare,0.25,-0.5,10,14,5,Inhouse
1116,Single Vision,1.56,Blue Cut,-2.0,-2.25,12,10,5,Inhouse
1117,Single Vision,1.67,Anti-Glare,-0.75,-0.25,12,2,5,Inhouse
1118,Single Vision,1.67,Blue Cut,0.75,-1.25,10,9,5,Inhouse
1119,Single Vision,1.67,Blue Cut,-0.5,0.0,10,12,5,Inhouse
1120,Progressive,1.56,Anti-Glare,-4.5,0.0,10,6,5,Inhouse
1121,Bifocal,1.74,Hard Coat,3.0,0.0,9,4,5,Inhouse
1122,Progressive,1.61,Blue Cut,-4.5,-0.5,12,3,5,Inhouse
1123,Single Vision,1.74,Anti-Glare,-2.5,-1.25,6,8,5,Inhouse
1124,Single Vision,1.67,Photochromic,-1.75,-1.25,3,9,5,Inhouse
1125,Single Vision,1.74,Photochromic,-6.0,-1.0,6,10,5,Inhouse
1126,Progressive,1.56,Hard Coat,-1.5,-2.0,11,9,5,Inhouse
1127,Bifocal,1.74,Blue Cut,2.75,-0.25,8,6,5,Inhouse
1128,Single Vision,1.74,Blue Cut,-4.75,-0.75,8,8,5,Inhouse
1129,Single Vision,1.56,Photochromic,0.5,-2.75,7,10,5,Inhouse
1130,Progressive,1.67,Blue Cut,-3.25,-2.25,10,5,5,Inhouse
1131,Single Vision,1.67,Hard Coat,0.25,-0.75,6,6,5,Inhouse
1132,Single Vision,1.56,Hard Coat,-3.25,-2.0,7,8,5,Inhouse
1133,Progressive,1.74,Hard Coat,-1.5,-0.75,4,4,5,Inhouse
1134,Single Vision,1.56,Anti-Glare,-4.5,-2.5,2,5,5,Inhouse
1135,Bifocal,1.74,Photochromic,-0.5,-1.25,4,7,5,Inhouse
1136,Single Vision,1.56,Photochromic,-2.5,0.0,7,7,5,Inhouse
1137,Progressive,1.67,Anti-Glare,-1.25,-1.0,9,5,5,Inhouse
1138,Single Vision,1.67,Hard Coat,1.0,-3.0,8,9,5,Inhouse
1139,Single Vision,1.67,Blue Cut,-1.25,-0.75,3,11,5,Inhouse
1140,Single Vision,1.56,Blue Cut,-3.5,0.0,10,7,5,Inhouse
1141,Single Vision,1.61,Hard Coat,1.25,-2.0,6,5,5,Inhouse
1142,Single Vision,1.74,Blue Cut,-5.25,-1.75,10,7,5,Inhouse
1143,Single Vision,1.61,Photochromic,-3.75,-0.5,11,13,5,Inhouse
1144,Single Vision,1.56,Hard Coat,2.75,0.0,7,5,5,Inhouse
1145,Single Vision,1.56,Anti-Glare,1.0,-1.25,9,8,5,Inhouse
1146,Single Vision,1.74,Hard Coat,0.25,-1.75,7,7,5,Inhouse
1147,Single Vision,1.61,Anti-Glare,-0.25,0.0,7,7,5,Inhouse
1148,Single Vision,1.74,Hard Coat,-3.75,-0.75,10,10,5,Inhouse
1149,Single Vision,1.56,Blue Cut,2.0,-2.25,8,11,5,Inhouse
1150,Single Vision,1.56,Photochromic,-5.25,-0.75,3,7,5,Inhouse
1151,Progressive,1.61,Photochromic,-1.25,-1.0,12,7,5,Inhouse
1152,Bifocal,1.56,Anti-Glare,-1.75,-2.0,9,8,5,Inhouse
1153,Single Vision,1.56,Hard Coat,0.5,-0.75,2,13,5,Inhouse
1154,Single Vision,1.67,Blue Cut,0.25,-0.5,3,10,5,Inhouse
1155,Single Vision,1.67,Anti-Glare,-2.0,0.0,12,4,5,Inhouse
1156,Progressive,1.74,Anti-Glare,-1.25,0.0,12,14,5,Inhouse
1157,Single Vision,1.56,Anti-Glare,-0.5,-2.5,8,5,5,Inhouse
1158,Single Vision,1.74,Blue Cut,2.25,-2.0,7,9,5,Inhouse
1159,Single Vision,1.61,Anti-Glare,-4.5,-0.75,12,11,5,Inhouse
1160,Single Vision,1.74,Photochromic,1.0,-1.25,5,3,5,Inhouse
1161,Single Vision,1.61,Hard Coat,1.25,0.0,4,7,5,Inhouse
1162,Progressive,1.56,Anti-Glare,3.0,-2.25,7,10,5,Inhouse
1163,Single Vision,1.56,Photochromic,-0.5,-0.5,6,10,5,Inhouse
1164,Bifocal,1.67,Photochromic,-3.5,0.0,0,5,5,Vendor
1165,Progressive,1.67,Anti-Glare,-2.0,-0.25,4,7,5,Inhouse
1166,Single Vision,1.61,Blue Cut,2.5,-0.75,9,10,5,Inhouse
1167,Single Vision,1.56,Anti-Glare,0.0,0.0,7,10,5,Inhouse
1168,Single Vision,1.67,Hard Coat,-4.25,-1.25,9,6,5,Inhouse
1169,Bifocal,1.67,Anti-Glare,-0.5,-0.5,7,3,5,Inhouse
1170,Single Vision,1.61,Photochromic,0.0,0.0,6,11,5,Inhouse
1171,Single Vision,1.61,Photochromic,1.0,0.0,12,6,5,Inhouse
1172,Single Vision,1.74,Hard Coat,-1.5,-2.25,2,11,5,Inhouse
1173,Single Vision,1.61,Photochromic,2.25,-1.75,11,4,5,Inhouse
1174,Progressive,1.56,Hard Coat,-2.5,-2.25,5,4,5,Inhouse
1175,Single Vision,1.67,Blue Cut,-0.25,-1.5,5,8,5,Inhouse
1176,Bifocal,1.61,Photochromic,1.25,-1.5,3,3,5,Inhouse
1177,Progressive,1.74,Blue Cut,-2.25,-0.5,9,7,5,Inhouse
1178,Bifocal,1.61,Photochromic,-4.5,-2.0,0,5,5,Vendor
1179,Single Vision,1.56,Hard Coat,-3.5,-0.75,9,9,5,Inhouse
1180,Single Vision,1.56,Hard Coat,0.5,-1.25,12,8,5,Inhouse
1181,Progressive,1.56,Hard Coat,-2.75,-0.25,9,2,5,Inhouse
1182,Single Vision,1.74,Blue Cut,-1.25,-0.5,10,7,5,Inhouse
1183,Single Vision,1.74,Photochromic,3.0,-0.75,8,6,5,Inhouse
1184,Single Vision,1.74,Hard Coat,-2.25,-1.5,9,10,5,Inhouse
1185,Progressive,1.61,Blue Cut,-1.75,-0.5,6,6,5,Inhouse
1186,Single Vision,1.56,Blue Cut,0.0,-0.25,7,7,5,Inhouse
1187,Bifocal,1.56,Anti-Glare,0.25,-1.25,12,10,5,Inhouse
1188,Single Vision,1.67,Photochromic,-1.25,-1.0,4,6,5,Inhouse
1189,Single Vision,1.61,Hard Coat,-2.25,0.0,4,9,5,Inhouse
1190,Single Vision,1.74,Hard Coat,1.0,-1.0,9,6,5,Inhouse
1191,Progressive,1.67,Anti-Glare,-2.75,-0.5,10,4,5,Inhouse
1192,Progressive,1.56,Hard Coat,1.0,0.0,10,3,5,Inhouse
1193,Single Vision,1.61,Hard Coat,-0.75,-0.25,4,8,5,Inhouse
1194,Single Vision,1.67,Blue Cut,-1.25,-0.5,12,6,5,Inhouse
1195,Single Vision,1.61,Blue Cut,-3.25,-1.5,11,9,5,Inhouse
1196,Bifocal,1.61,Blue Cut,0.5,-1.5,0,2,5,Vendor
1197,Single Vision,1.56,Hard Coat,-0.75,-0.75,10,9,5,Inhouse
1198,Single Vision,1.67,Photochromic,-4.25,-2.0,10,5,5,Inhouse
1199,Single Vision,1.67,Hard Coat,0.5,-1.0,3,2,5,Inhouse
1200,Bifocal,1.74,Photochromic,-1.75,-0.75,9,9,5,Inhouse
1201,Single Vision,1.67,Hard Coat,-4.5,0.0,11,8,5,Inhouse
1202,Single Vision,1.74,Anti-Glare,-2.75,-0.25,0,2,5,Vendor
1203,Progressive,1.67,Anti-Glare,-3.5,0.0,6,6,5,Inhouse
1204,Single Vision,1.67,Hard Coat,0.25,-1.5,7,9,5,Inhouse
1205,Single Vision,1.56,Anti-Glare,0.25,-2.5,9,2,5,Inhouse
1206,Bifocal,1.56,Hard Coat,0.0,-0.75,3,4,5,Inhouse
1207,Single Vision,1.56,Anti-Glare,-4.25,-1.25,9,8,5,Inhouse
1208,Single Vision,1.56,Photochromic,-3.0,-0.25,5,10,5,Inhouse
1209,Bifocal,1.61,Anti-Glare,-3.5,-1.0,6,5,5,Inhouse
1210,Single Vision,1.61,Blue Cut,-2.75,-0.5,5,9,5,Inhouse
1211,Single Vision,1.61,Photochromic,-1.75,-1.25,11,7,5,Inhouse
1212,Progressive,1.67,Blue Cut,-3.0,-2.75,8,8,5,Inhouse
1213,Progressive,1.56,Hard Coat,-1.0,-0.75,8,4,5,Inhouse
1214,Single Vision,1.61,Anti-Glare,-1.0,-2.5,11,10,5,Inhouse
1215,Bifocal,1.56,Photochromic,-3.5,0.0,9,6,5,Inhouse
1216,Single Vision,1.56,Photochromic,-4.25,-1.25,10,8,5,Inhouse
1217,Progressive,1.67,Blue Cut,0.5,-1.25,3,4,5,Inhouse
1218,Single Vision,1.67,Hard Coat,-3.75,-1.5,7,7,5,Inhouse
1219,Single Vision,1.74,Hard Coat,-5.0,-0.25,8,17,5,Inhouse
1220,Single Vision,1.67,Anti-Glare,0.25,-1.0,7,6,5,Inhouse
1221,Bifocal,1.67,Blue Cut,-5.75,-0.75,0,5,5,Vendor
1222,Single Vision,1.61,Photochromic,-3.5,-1.75,2,5,5,Inhouse
1223,Single Vision,1.67,Photochromic,-0.5,-1.25,12,7,5,Inhouse
1224,Progressive,1.61,Blue Cut,-1.5,-1.0,9,9,5,Inhouse
1225,Progressive,1.56,Blue Cut,-2.75,-1.75,7,7,5,Inhouse
1226,Single Vision,1.56,Photochromic,-4.25,-2.25,7,8,5,Inhouse
1227,Single Vision,1.61,Anti-Glare,-1.5,-2.75,6,9,5,Inhouse
1228,Progressive,1.74,Photochromic,0.0,0.0,2,5,5,Inhouse
1229,Single Vision,1.56,Anti-Glare,-3.25,-0.75,11,7,5,Inhouse
1230,Single Vision,1.67,Hard Coat,-2.5,-0.75,5,7,5,Inhouse
1231,Single Vision,1.56,Anti-Glare,-2.25,-0.75,12,13,5,Inhouse
1232,Single Vision,1.74,Blue Cut,-0.5,-1.0,12,13,5,Inhouse
1233,Single Vision,1.74,Hard Coat,-2.25,-0.5,3,11,5,Inhouse
1234,Bifocal,1.56,Anti-Glare,1.25,-1.25,9,5,5,Inhouse
1235,Single Vision,1.74,Hard Coat,-3.75,-0.25,8,2,5,Inhouse
1236,Progressive,1.61,Anti-Glare,-2.0,-1.25,7,7,5,Inhouse
1237,Single Vision,1.67,Blue Cut,-4.25,0.0,9,9,5,Inhouse
1238,Single Vision,1.67,Photochromic,1.0,-0.25,2,8,5,Inhouse
1239,Single Vision,1.67,Blue Cut,-2.0,-1.0,10,10,5,Inhouse
1240,Single Vision,1.74,Blue Cut,0.5,-2.0,0,4,5,Vendor
1241,Progressive,1.61,Anti-Glare,-1.75,-2.25,8,8,5,Inhouse
1242,Single Vision,1.74,Photochromic,-2.75,-2.25,4,9,5,Inhouse
1243,Single Vision,1.56,Blue Cut,-3.5,-0.75,3,4,5,Inhouse
1244,Single Vision,1.61,Photochromic,-0.75,0.0,4,7,5,Inhouse
1245,Progressive,1.67,Photochromic,1.5,0.0,0,2,5,Vendor
1246,Single Vision,1.67,Hard Coat,-3.75,-2.25,11,10,5,Inhouse
1247,Progressive,1.56,Anti-Glare,-0.75,-1.0,3,4,5,Inhouse
1248,Progressive,1.67,Hard Coat,0.5,-0.5,12,3,5,Inhouse
1249,Single Vision,1.61,Blue Cut,-2.0,-2.5,2,8,5,Inhouse
1250,Single Vision,1.61,Hard Coat,-1.0,-0.5,9,6,5,Inhouse
1251,Single Vision,1.61,Blue Cut,-1.0,-0.75,6,6,5,Inhouse
1252,Single Vision,1.74,Hard Coat,-6.0,-1.0,2,5,5,Inhouse
1253,Bifocal,1.67,Blue Cut,1.5,-0.25,8,6,5,Inhouse
1254,Progressive,1.61,Hard Coat,-3.0,-2.75,8,11,5,Inhouse
